LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
4,1,1,3,1,1,1,7,5.0,27.0,3642.78,0.04,39,0.04,202.38,134.92,12,27,2,9,8,0
6,5,2,13,3,1,1,19,25.01,10.71,2870.63,0.09,57,0.09,159.48,267.93,25,32,14,12,21,0
1,3,0,1,2,1,1,11,17.44,4.67,379.91,0.03,22,0.21,21.11,81.41,8,14,6,7,11,0
2,3,1,0,2,1,1,11,21.89,11.0,2648.9,0.08,54,0.09,147.16,240.81,22,32,11,11,12,0
2,1,0,0,1,1,1,4,3.0,1.0,3.0,0.0,3,1.0,0.17,3.0,2,1,1,1,4,0
6,15,0,3,8,4,5,57,52.14,25.15,32970.33,0.44,230,0.04,1831.69,1311.1,95,135,34,18,57,0
2,1,0,0,1,1,1,11,2.22,4.5,45.0,0.0,10,0.22,2.5,10.0,9,1,1,1,11,1
1,5,1,1,3,2,1,14,18.17,6.75,827.71,0.04,30,0.15,45.98,122.62,12,18,8,9,15,0
2,9,6,10,5,1,1,14,10.12,23.0,5354.23,0.08,53,0.04,297.46,232.79,23,30,7,14,20,0
3,9,0,2,5,2,1,24,20.26,14.0,3970.88,0.09,59,0.07,220.6,283.63,21,38,12,16,24,1
40,101,19,148,51,18,34,287,112.35,69.9,548896.76,2.62,1182,0.01,30494.26,7853.04,468,714,77,23,306,1
2,3,1,0,2,1,1,7,14.43,5.14,381.76,0.02,19,0.19,21.21,74.23,9,10,7,8,8,0
9,22,2,7,13,1,5,55,26.04,35.2,32261.73,0.31,185,0.03,1792.32,916.53,66,119,15,16,57,1
1,3,0,1,2,2,1,13,17.41,7.0,852.85,0.04,32,0.14,47.38,121.84,14,18,7,7,13,1
1,3,0,0,2,2,1,6,5.89,7.0,288.46,0.01,13,0.14,16.03,41.21,4,9,2,7,6,0
14,19,2,7,10,10,1,53,60.6,20.78,26171.33,0.42,228,0.05,1453.96,1259.37,95,133,32,14,55,0
9,3,1,11,2,1,1,32,69.59,15.09,15837.24,0.35,189,0.07,879.85,1049.82,88,101,35,12,33,1
2,5,1,3,3,2,1,23,18.65,22.0,9025.89,0.14,92,0.05,501.44,410.27,44,48,11,11,24,0
4,11,3,9,6,1,1,26,25.97,14.31,5315.43,0.12,80,0.07,295.3,371.51,31,49,13,12,29,1
1,5,1,0,3,3,1,19,20.61,19.09,7513.23,0.13,87,0.05,417.4,393.55,35,52,11,12,20,0
3,11,4,11,6,6,1,29,44.56,12.0,6416.47,0.18,106,0.08,356.47,534.71,48,58,22,11,33,0
7,21,4,12,11,5,8,56,59.02,17.79,18684.19,0.35,196,0.06,1038.01,1050.08,86,110,29,12,60,0
1,5,1,0,3,1,1,9,11.8,10.0,1180.28,0.04,31,0.1,65.57,118.03,15,16,6,8,10,0
0,1,0,0,1,1,1,3,30.67,3.0,276.0,0.03,23,0.33,15.33,92.0,10,13,10,6,3,0
7,11,4,3,6,6,1,45,32.46,23.4,17776.44,0.25,140,0.04,987.58,759.68,65,75,25,18,49,1
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,0
0,1,0,0,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,3,6,3,5,3,0
2,5,0,1,3,1,3,13,15.56,9.17,1307.38,0.05,33,0.11,72.63,142.62,15,18,9,11,13,0
2,21,5,0,11,1,7,28,9.09,37.4,12716.0,0.11,85,0.03,706.44,340.0,34,51,5,11,33,0
1,13,2,1,7,3,7,24,38.49,14.98,8638.58,0.19,105,0.07,479.92,576.64,41,64,26,19,26,1
1,7,3,13,4,2,3,19,21.49,14.0,4211.59,0.1,64,0.07,233.98,300.83,28,36,13,13,22,1
1,7,0,0,4,1,1,3,16.58,4.8,381.92,0.03,23,0.21,21.22,79.57,8,15,5,6,3,0
2,1,0,0,1,1,1,13,10.6,19.25,3929.05,0.07,59,0.05,218.28,204.11,22,37,4,7,13,1
0,1,0,0,1,1,1,3,11.65,4.0,186.42,0.02,13,0.25,10.36,46.6,4,9,4,8,3,0
5,11,0,11,6,1,1,30,54.23,22.48,27402.38,0.41,234,0.04,1522.35,1219.01,83,151,24,13,30,0
0,3,0,0,2,2,1,10,14.06,8.67,1055.91,0.04,32,0.12,58.66,121.84,13,19,6,8,10,0
0,3,0,2,2,1,1,5,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,5,8,4,7,5,0
3,1,1,2,1,1,1,3,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,4,6,3,5,4,1
5,17,6,1,9,4,1,29,37.43,14.58,7959.36,0.18,104,0.07,442.19,545.78,50,54,24,14,35,1
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,0
2,7,1,1,4,1,3,13,19.62,10.0,1962.15,0.07,44,0.1,109.01,196.21,20,24,11,11,14,0
2,3,0,1,2,1,1,8,16.92,4.5,342.66,0.03,20,0.22,19.04,76.15,9,11,7,7,8,0
12,1,2,25,1,1,1,13,39.26,8.24,2662.74,0.11,68,0.12,147.93,323.33,28,40,17,10,15,0
5,26,1,7,14,4,13,39,28.72,26.0,19415.7,0.25,131,0.04,1078.65,746.76,52,79,26,26,40,1
10,3,1,12,2,1,1,37,73.84,15.89,18648.73,0.39,209,0.06,1036.04,1173.47,98,111,37,12,38,1
26,5,0,31,3,1,1,155,46.1,64.68,192811.5,0.99,591,0.02,10711.75,2981.24,199,392,20,13,155,1
24,37,8,43,19,18,7,111,63.03,46.12,134073.67,0.97,456,0.02,7448.54,2907.02,214,242,58,25,119,0
4,381,1,1,191,2,1,950,798.52,47.16,1775590.04,12.55,4755,0.02,98643.89,37654.19,2188,2567,232,10,951,0
11,1,0,50,1,1,1,31,151.23,6.84,7079.87,0.34,213,0.15,393.33,1034.75,26,187,19,10,31,0
6,43,21,12,22,1,17,73,31.02,36.21,40675.75,0.37,219,0.03,2259.76,1123.31,86,133,19,16,94,1
2,1,1,0,1,1,1,6,19.86,6.5,838.88,0.04,36,0.15,46.6,129.06,13,23,6,6,7,0
6,7,0,12,4,2,4,20,47.39,10.75,5476.95,0.17,101,0.09,304.28,509.48,43,58,22,11,20,1
25,85,7,76,43,30,28,166,117.38,36.44,155844.09,1.43,641,0.03,8658.0,4277.02,265,376,80,22,173,1
6,9,1,0,5,5,1,43,41.32,15.39,9789.35,0.21,124,0.06,543.85,636.03,59,65,23,12,44,1
2,9,1,0,5,1,5,9,17.95,7.94,1133.07,0.05,33,0.13,62.95,142.62,13,20,9,11,10,0
1,3,2,1,2,2,1,9,13.87,7.5,780.0,0.03,26,0.13,43.33,104.0,9,17,6,10,11,0
2,3,0,0,2,2,1,6,5.89,7.0,288.46,0.01,13,0.14,16.03,41.21,4,9,2,7,6,0
0,1,0,0,1,1,1,18,2.13,8.0,136.0,0.01,17,0.13,7.56,17.0,16,1,1,1,18,0
2,3,0,2,2,1,1,7,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,0
4,79,0,195,42,24,9,375,68.19,125.38,1071842.0,2.85,1341,0.01,59546.78,8548.93,443,898,53,30,375,0
3,11,1,6,6,6,1,26,35.77,12.22,5343.78,0.15,90,0.08,296.88,437.22,40,50,18,11,27,0
12,7,1,14,4,4,4,34,39.81,22.65,20420.03,0.3,182,0.04,1134.45,901.66,55,127,17,14,35,0
2,3,1,0,2,1,1,15,16.05,13.75,3037.27,0.07,52,0.07,168.74,220.89,20,32,8,11,16,0
0,3,0,0,2,2,1,11,16.0,9.0,1296.0,0.05,36,0.11,72.0,144.0,14,22,7,9,11,0
3,5,0,4,3,2,1,23,28.31,9.0,2292.79,0.08,58,0.11,127.38,254.75,24,34,12,9,23,0
4,15,2,10,8,1,4,38,56.48,23.11,30169.26,0.44,229,0.04,1676.07,1305.4,104,125,36,16,40,0
1,3,0,6,2,2,1,11,23.83,5.6,747.25,0.04,32,0.18,41.51,133.44,14,18,10,8,11,0
60,313,7,100,157,3,122,478,130.11,110.29,1582684.27,4.78,2216,0.01,87926.9,14350.23,761,1455,69,20,485,1
83,23,10,86,12,9,6,151,420.73,16.3,111839.02,2.29,908,0.06,6213.28,6859.57,328,580,171,17,161,0
11,99,32,51,50,21,31,152,66.03,112.0,828245.12,2.47,1160,0.01,46013.62,7395.05,440,720,55,28,184,1
0,1,0,0,1,1,1,14,43.7,5.14,1155.81,0.07,52,0.19,64.2,224.74,24,28,14,6,14,1
1,11,0,7,6,2,6,12,24.28,9.0,1966.61,0.07,49,0.11,109.26,218.51,18,31,11,11,12,1
2,1,0,0,1,1,1,10,2.22,4.5,45.0,0.0,10,0.22,2.5,10.0,9,1,1,1,10,0
9,11,11,19,6,5,1,42,62.46,18.79,22051.63,0.39,203,0.05,1225.09,1173.62,84,119,38,17,53,0
0,7,0,0,4,3,4,11,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,20,26,11,12,11,1
2,9,4,16,5,2,5,16,23.55,13.93,4569.79,0.11,69,0.07,253.88,328.09,30,39,14,13,20,1
0,1,0,0,1,1,1,2,20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,0
9,11,3,8,6,3,1,32,29.01,50.87,75080.63,0.49,272,0.02,4171.14,1475.94,117,155,23,20,35,0
1,1,0,2,1,1,1,1535,14763.91,11.83,2066032.71,58.22,15682,0.08,114779.6,174650.29,4820,10862,2241,11,1535,0
0,11,3,16,6,3,5,22,21.41,24.97,13350.93,0.18,106,0.04,741.72,534.71,47,59,16,17,25,1
214,131,9,259,66,30,37,975,559.47,62.93,2215667.45,11.74,4477,0.02,123092.66,35207.96,1707,2770,217,16,984,1
0,1,0,0,1,1,1,2,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,4,8,4,7,2,0
20,41,4,12,21,19,11,115,178.87,22.63,91570.83,1.35,581,0.04,5087.27,4047.12,269,312,107,18,119,0
10,23,5,10,12,3,8,61,67.99,15.47,16262.02,0.35,195,0.06,903.45,1051.5,69,126,29,13,66,1
7,3,0,1,2,2,1,13,34.2,7.33,1838.97,0.08,54,0.14,102.16,250.77,22,32,15,10,13,0
3,11,4,12,6,6,1,29,44.56,12.0,6416.47,0.18,106,0.08,356.47,534.71,48,58,22,11,33,0
1,3,1,0,2,1,1,14,13.97,14.93,3112.55,0.07,50,0.07,172.92,208.5,19,31,7,11,15,0
11,109,0,4,55,2,1,320,289.79,30.0,260810.72,2.9,1246,0.03,14489.48,8693.69,570,676,114,12,320,0
0,3,0,0,2,1,1,6,7.75,6.0,279.04,0.02,14,0.17,15.5,46.51,8,6,4,6,6,0
0,7,1,16,4,1,1,27,28.24,16.0,7230.26,0.15,94,0.06,401.68,451.89,32,62,14,14,28,0
0,1,0,0,1,1,1,2,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,0
3,1,0,4,1,1,1,23,99.65,11.32,12774.69,0.38,212,0.09,709.7,1128.25,78,134,31,9,23,0
5,15,8,2,8,7,1,44,56.98,20.85,24780.28,0.4,202,0.05,1376.68,1188.29,95,107,41,18,52,0
0,1,0,0,1,1,1,15,6.05,10.67,688.74,0.02,23,0.09,38.26,64.56,16,7,3,4,15,0
1,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,0
3,1,0,0,1,1,1,14,55.33,10.4,5984.09,0.19,131,0.1,332.45,575.39,52,79,15,6,14,1
1,1,0,1,1,1,1,12,7.5,9.75,712.55,0.02,22,0.1,39.59,73.08,13,9,4,6,12,1
12,41,2,23,21,5,13,51,61.88,17.84,19691.48,0.37,201,0.06,1093.97,1103.86,79,122,31,14,53,0
68,149,3,250,103,88,10,469,88.36,216.34,4135634.05,6.37,2356,0.0,229757.46,19115.98,1047,1309,196,81,472,1
2,7,1,3,6,6,1,35,27.94,13.6,5168.0,0.13,76,0.07,287.11,380.0,24,52,15,17,36,0
6,1,2,2,1,1,1,15,17.64,23.25,9537.7,0.14,105,0.04,529.87,410.22,31,74,6,9,17,0
5,13,0,0,7,7,1,43,76.32,8.0,4884.27,0.2,127,0.13,271.35,610.53,48,79,21,7,43,0
0,1,0,0,1,1,1,2,10.0,3.0,90.0,0.01,10,0.33,5.0,30.0,2,8,2,6,2,0
0,1,0,0,1,1,1,3,10.8,3.33,120.0,0.01,12,0.3,6.67,36.0,4,8,3,5,3,0
13,7,1,0,4,2,4,37,36.09,26.07,24531.29,0.31,182,0.04,1362.85,940.93,73,109,21,15,38,0
14,33,16,15,18,9,5,64,51.8,33.46,57985.2,0.58,280,0.03,3221.4,1733.15,114,166,46,27,80,1
26,31,4,42,16,15,8,109,64.09,47.05,141868.38,1.01,477,0.02,7881.58,3015.56,207,270,55,25,113,1
10,43,6,10,22,3,10,95,124.6,22.77,64628.74,0.95,435,0.04,3590.49,2837.75,154,281,71,21,101,1
6,1,0,3,1,1,1,48,290.5,4.21,5144.86,0.41,203,0.24,285.83,1222.54,101,102,60,5,48,0
5,9,1,0,5,3,3,18,29.68,10.8,3461.78,0.11,62,0.09,192.32,320.54,27,35,20,16,19,0
0,7,0,1,4,4,1,18,36.35,9.33,3166.49,0.11,75,0.11,175.92,339.27,35,40,15,8,18,0
0,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,0
2,3,1,0,2,2,1,13,21.1,7.65,1234.87,0.05,38,0.13,68.6,161.42,17,21,10,9,14,1
3,3,2,0,2,2,1,6,21.94,5.83,746.67,0.04,32,0.17,41.48,128.0,15,17,9,7,8,0
2,3,1,2,2,2,1,7,18.0,6.0,648.0,0.04,27,0.17,36.0,108.0,12,15,8,8,8,1
0,1,0,0,1,1,1,3,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,4,5,4,3,3,0
21,69,4,28,35,17,6,155,96.83,50.83,250206.08,1.64,762,0.02,13900.34,4922.09,305,457,66,22,159,0
11,9,1,5,5,4,3,41,44.34,24.5,26614.86,0.36,207,0.04,1478.6,1086.32,84,123,24,14,42,0
0,3,0,1,2,1,1,7,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,0
0,1,0,0,1,1,1,4,16.51,4.8,380.39,0.03,25,0.21,21.13,79.25,12,13,5,4,4,0
3,23,11,0,12,3,10,25,27.51,21.36,12556.75,0.2,109,0.05,697.6,587.76,47,62,22,20,36,1
12,29,1,5,15,12,5,67,60.34,19.46,22849.76,0.39,205,0.05,1269.43,1174.22,90,115,37,16,68,1
0,1,0,0,1,1,1,2,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,3,7,3,7,2,0
3,17,1,31,9,4,7,34,44.37,20.23,18150.1,0.3,159,0.05,1008.34,897.37,66,93,31,19,35,1
5,3,0,6,2,2,1,14,19.02,12.5,2971.33,0.08,55,0.08,165.07,237.71,25,30,10,10,14,1
8,33,15,21,17,12,6,69,51.75,55.4,158856.26,0.96,471,0.02,8825.35,2867.19,179,292,42,26,84,1
0,5,0,0,3,2,3,11,22.17,7.73,1323.68,0.06,39,0.13,73.54,171.3,17,22,11,10,11,1
9,15,3,13,8,3,4,41,32.32,26.36,22461.45,0.28,158,0.04,1247.86,851.99,58,100,22,20,44,0
11,39,7,18,20,15,18,102,77.64,27.59,59110.55,0.71,345,0.04,3283.92,2142.26,149,196,54,20,109,1
2,1,0,1,1,1,1,13,47.31,9.14,3954.88,0.14,97,0.11,219.72,432.56,32,65,14,8,13,1
2,15,2,8,8,1,8,16,30.5,8.33,2118.23,0.08,57,0.12,117.68,254.19,20,37,12,10,18,0
6,13,0,4,7,6,1,31,41.18,14.45,8603.82,0.2,117,0.07,477.99,595.23,53,64,22,12,31,0
0,1,0,0,1,1,1,4,2.67,1.5,6.0,0.0,4,0.67,0.33,4.0,3,1,1,1,4,0
2,7,0,0,4,1,1,25,29.71,7.0,1456.0,0.07,52,0.14,80.89,208.0,18,34,9,7,25,1
2,23,1,0,12,1,7,32,6.85,45.0,13877.81,0.1,81,0.02,770.99,308.4,36,45,4,10,33,0
0,1,0,0,1,1,1,4,8.45,0.75,4.75,0.0,4,1.33,0.26,6.34,3,1,2,1,4,0
31,35,34,58,20,8,13,87,45.97,41.17,77917.49,0.63,302,0.02,4328.75,1892.57,129,173,47,30,121,1
44,23,3,94,12,6,7,156,70.16,41.11,118581.81,0.96,506,0.02,6587.88,2884.42,185,321,36,16,159,1
4,15,1,10,8,4,6,18,22.46,13.27,3954.97,0.1,62,0.08,219.72,298.06,23,39,13,15,19,0
1,3,0,0,2,2,1,12,26.51,7.13,1345.7,0.06,43,0.14,74.76,188.87,19,24,12,9,12,0
0,1,0,0,1,1,1,3,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,3,0
4,11,0,0,7,7,1,35,38.04,17.93,12235.66,0.23,130,0.06,679.76,682.23,55,75,23,15,35,1
0,1,0,1,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,0
41,65,0,176,33,17,17,449,453.43,54.23,1333692.61,8.2,3155,0.02,74094.03,24591.38,1308,1847,205,17,449,1
2,5,22,0,3,2,1,9,24.16,13.29,4268.92,0.11,71,0.08,237.16,321.17,29,42,12,11,31,0
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
33,21,20,25,12,10,1,55,60.5,25.94,40696.35,0.52,256,0.04,2260.91,1569.1,106,150,47,23,75,1
5,5,2,15,3,2,1,19,32.28,9.38,2837.13,0.1,59,0.11,157.62,302.63,25,34,20,15,21,1
9,49,9,52,25,13,6,61,18.7,91.25,155679.37,0.57,330,0.01,8648.85,1706.08,146,184,16,20,70,0
1,1,0,0,1,1,1,2,13.29,4.5,269.08,0.02,18,0.22,14.95,59.79,6,12,4,6,2,0
7,17,0,3,9,4,5,58,51.48,26.39,35852.46,0.45,235,0.04,1991.8,1358.62,100,135,36,19,58,0
0,11,0,6,6,1,6,10,26.97,6.3,1070.48,0.06,40,0.16,59.47,169.92,14,26,10,9,10,0
4,1,0,7,1,1,1,9,31.52,11.79,4378.49,0.12,80,0.08,243.25,371.51,30,50,14,11,9,0
1,1,0,1,1,1,1,3,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,3,0
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,0
2,5,0,3,3,3,1,26,37.91,14.32,7772.51,0.18,105,0.07,431.81,542.84,45,60,22,14,26,0
9,21,3,47,11,3,8,42,19.25,40.59,31716.38,0.26,150,0.02,1762.02,781.42,69,81,17,20,45,0
2,7,0,1,4,4,1,20,31.8,8.68,2394.74,0.09,61,0.12,133.04,275.94,27,34,14,9,20,0
2,5,7,2,3,1,1,9,34.9,19.2,12864.0,0.22,134,0.05,714.67,670.0,64,70,20,12,16,0
3,5,0,1,3,2,1,14,17.84,21.0,7866.44,0.12,84,0.05,437.02,374.59,42,42,11,11,14,0
12,25,12,2,13,13,1,37,90.56,8.08,5907.76,0.24,145,0.12,328.21,731.44,60,85,26,7,49,0
1,5,0,4,3,1,1,23,24.3,9.09,2008.11,0.07,52,0.11,111.56,220.89,25,27,11,8,23,0
2,5,2,0,3,2,1,11,20.53,6.5,867.34,0.04,32,0.15,48.19,133.44,13,19,9,9,13,0
4,6,1,0,5,5,1,21,34.9,9.88,3408.59,0.11,71,0.1,189.37,344.92,28,43,17,12,22,0
4,15,7,2,8,6,1,33,40.89,12.69,6585.36,0.17,102,0.08,365.85,518.91,41,61,21,13,40,1
0,9,0,0,5,1,5,18,33.88,9.56,3095.67,0.11,66,0.1,171.98,323.85,25,41,17,13,18,0
83,133,9,38,67,36,66,519,203.6,64.48,846697.33,4.38,1839,0.02,47038.74,13129.63,737,1102,120,21,528,0
4,1,7,0,1,1,1,10,63.01,11.44,8242.37,0.24,132,0.09,457.91,720.64,61,71,32,12,17,1
0,1,0,0,1,1,1,2,27.35,3.0,246.13,0.03,21,0.33,13.67,82.04,9,12,9,6,2,0
1,1,0,7,1,1,1,5,24.58,3.5,301.14,0.03,24,0.29,16.73,86.04,7,17,6,6,5,0
2,13,1,3,7,2,1,29,16.88,33.41,18844.49,0.19,120,0.03,1046.92,564.05,49,71,11,15,30,0
6,11,11,0,6,5,1,17,20.21,13.0,3415.2,0.09,69,0.08,189.73,262.71,26,43,7,7,28,1
4,29,1,2,15,2,1,70,70.43,20.11,28480.0,0.47,261,0.05,1582.22,1416.26,117,144,32,11,71,0
4,1,0,2,1,1,1,21,78.71,11.3,10041.78,0.3,183,0.09,557.88,889.01,71,112,22,7,21,0
1,1,0,1,1,1,1,18,3.68,12.0,529.4,0.01,19,0.08,29.41,44.12,16,3,2,3,18,1
8,3,0,3,2,1,1,53,186.16,7.23,9723.75,0.45,216,0.14,540.21,1345.42,106,110,66,9,53,0
5,15,6,8,8,5,6,30,28.93,17.76,9127.31,0.17,101,0.06,507.07,513.83,45,56,19,15,36,1
2,12,1,1,11,11,1,59,34.18,20.57,14456.47,0.23,128,0.05,803.14,702.96,43,85,23,22,60,0
2,3,0,0,2,1,1,20,39.65,9.25,3392.87,0.12,80,0.11,188.49,366.8,37,43,16,8,20,0
4,7,1,7,4,1,1,19,19.4,13.0,3278.25,0.08,55,0.08,182.12,252.17,22,33,11,13,20,1
3,21,5,11,11,8,10,101,44.63,37.74,63573.01,0.56,300,0.03,3531.83,1684.41,130,170,31,18,106,1
7,13,3,0,7,7,1,50,48.04,17.62,14915.87,0.28,156,0.06,828.66,846.5,73,83,29,14,53,1
2,5,16,0,3,2,1,9,22.7,11.0,2747.01,0.08,56,0.09,152.61,249.73,22,34,11,11,25,0
188,3,1,188,2,1,1,553,2755.34,30.29,2528719.24,27.82,8712,0.03,140484.39,83471.42,3807,4905,754,12,554,1
1,7,0,6,4,2,1,14,37.37,9.55,3405.1,0.12,69,0.1,189.17,356.72,30,39,22,14,14,0
7,9,1,0,5,5,1,45,36.2,18.57,12476.19,0.22,129,0.05,693.12,672.02,61,68,23,14,46,1
4,11,0,6,6,3,3,18,29.59,8.36,2066.34,0.08,52,0.12,114.8,247.25,18,34,14,13,18,0
0,1,0,0,1,1,1,2,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,0
59,97,13,85,49,29,24,399,122.24,87.35,932608.14,3.56,1587,0.01,51811.56,10677.21,566,1021,81,25,412,1
1,7,3,13,4,2,3,19,20.81,13.0,3516.67,0.09,59,0.08,195.37,270.51,26,33,12,12,22,1
11,9,1,6,6,4,1,40,32.18,40.04,51598.13,0.43,232,0.02,2866.56,1288.66,91,141,25,22,41,1
0,3,1,0,2,1,1,8,7.3,5.0,182.48,0.01,13,0.2,10.14,36.5,4,9,2,5,9,0
5,21,2,6,11,10,1,43,48.53,18.92,17378.71,0.31,175,0.05,965.48,918.39,82,93,26,12,45,1
12,37,21,18,19,1,6,48,53.41,27.11,39254.49,0.48,254,0.04,2180.81,1447.91,122,132,36,16,69,1
0,1,0,0,1,1,1,2,20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,0
5,9,0,2,5,1,1,22,24.26,11.05,2959.73,0.09,62,0.09,164.43,267.96,27,35,11,9,22,0
3,13,2,14,7,7,6,24,26.99,18.92,9666.37,0.17,110,0.05,537.02,510.82,41,69,13,12,26,0
1,1,0,3,1,1,1,3,21.45,4.95,525.68,0.04,25,0.2,29.2,106.2,11,14,10,9,3,0
1,1,0,0,1,1,1,25,37.87,17.5,11598.34,0.22,141,0.06,644.35,662.76,56,85,16,10,25,1
0,1,0,0,1,1,1,6,25.91,3.33,287.9,0.03,26,0.3,15.99,86.37,10,16,6,4,6,0
5,1,0,14,1,1,1,62,257.79,6.1,9592.43,0.52,272,0.16,532.91,1572.53,122,150,50,5,62,0
0,1,0,0,1,1,1,2,17.92,3.0,161.32,0.02,15,0.33,8.96,53.77,6,9,6,6,2,0
15,43,4,12,22,15,5,72,72.43,28.18,57499.72,0.68,358,0.04,3194.43,2040.76,139,219,37,15,76,0
32,11,0,0,6,2,3,26,36.81,15.65,9017.36,0.19,109,0.06,500.96,576.11,45,64,23,16,26,0
3,3,1,2,2,1,1,12,29.86,6.57,1289.41,0.07,44,0.15,71.63,196.21,23,21,14,8,13,0
7,35,0,26,18,5,17,44,34.71,42.41,62427.13,0.49,265,0.02,3468.17,1471.97,125,140,28,19,44,1
0,9,0,0,5,1,3,12,17.71,10.67,2014.61,0.06,43,0.09,111.92,188.87,16,27,9,12,12,0
0,1,0,0,1,1,1,2,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,0
1,15,2,8,8,1,8,16,28.13,9.17,2363.56,0.09,57,0.11,131.31,257.83,20,37,12,11,18,0
2,1,0,2,1,1,1,12,40.72,8.91,3232.07,0.12,87,0.11,179.56,362.78,28,59,11,7,12,0
6,41,3,0,21,15,21,72,73.98,24.85,45693.84,0.61,331,0.04,2538.55,1838.57,130,201,34,13,75,0
0,1,0,0,1,1,1,2,20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,0
11,11,11,1,1,1,1,34,50.41,21.37,23025.22,0.36,189,0.05,1279.18,1077.38,88,101,35,17,45,1
2,5,2,0,3,3,1,11,20.31,6.0,731.01,0.04,32,0.17,40.61,121.84,12,20,7,7,13,0
0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,1,0,2,0
6,7,1,4,4,3,1,18,26.96,10.29,2852.5,0.09,59,0.1,158.47,277.33,24,35,14,12,19,0
19,21,1,30,11,3,5,128,54.46,47.18,121239.71,0.86,435,0.02,6735.54,2569.5,163,272,38,22,129,0
1,1,0,0,1,1,1,5,2.67,1.5,6.0,0.0,4,0.67,0.33,4.0,3,1,1,1,5,0
5,11,0,1,6,6,1,30,41.4,12.75,6729.35,0.18,111,0.08,373.85,527.79,51,60,18,9,30,0
53,15,1,48,8,2,8,309,193.62,34.08,224856.06,2.2,1035,0.03,12492.0,6598.17,367,668,70,13,310,0
1,5,1,0,3,3,1,19,27.01,11.11,3335.11,0.1,59,0.09,185.28,300.16,25,34,18,16,20,0
1,3,0,2,2,1,1,7,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,6,9,4,7,7,0
0,1,0,0,1,1,1,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,0
13,15,1,0,8,7,1,82,101.9,17.56,31435.36,0.6,293,0.06,1746.41,1789.8,138,155,55,14,83,1
2,3,1,0,2,1,1,7,16.92,4.5,342.66,0.03,20,0.22,19.04,76.15,9,11,7,7,8,0
0,1,0,0,1,1,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,1
1,5,0,0,3,2,1,11,15.86,5.83,539.65,0.03,25,0.17,29.98,92.51,10,15,6,7,11,0
0,1,0,0,1,1,1,2,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,0
3,11,1,0,7,2,1,28,26.23,23.82,14889.71,0.21,125,0.04,827.21,625.0,54,71,17,15,29,1
1,5,0,1,1,1,1,16,43.24,7.22,2253.16,0.1,69,0.14,125.18,312.13,33,36,16,7,16,0
